Sex,TargetMulti,Breed_Frequency,Issterilization,Size_LARGE,Size_MED,Size_PUPPY,Size_SMALL,Size_TOY,Size_X-LRG,Intake_Condition_HEALTHY,Intake_Condition_TREATABLE/MANAGEABLE,Intake_Condition_TREATABLE/REHAB,Intake_Condition_UNKNOWN,Intake_Condition_UNTREATABLE,Grouped_Color_Brindle/Patterned/Tricolor,Grouped_Color_Brown,Grouped_Color_Monochrome,Grouped_Color_Other,Age_log,daysShel_log
0,2,19,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,0.6931471805599453
0,2,19,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,1.791759469228055
1,2,44,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,1.0986122886681098
1,1,833,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,2.6390573296152584
0,2,9,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.6390573296152584,1.3862943611198906
0,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,3.6109179126442243
0,2,113,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.6931471805599453
0,0,113,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.6931471805599453,4.110873864173311
0,0,22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,4.127134385045092
0,2,1694,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.3862943611198906,0.6931471805599453
0,2,1694,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0986122886681098
0,0,14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,4.23410650459726
0,2,1694,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0986122886681098
0,0,79,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,5.58724865840025
0,0,126,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0986122886681098,4.356708826689592
0,0,819,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,4.382026634673881
0,0,453,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.791759469228055,3.970291913552122
1,2,46,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0.0
1,0,143,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,5.4638318050256105
0,3,833,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,3.713572066704308
0,2,819,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.3978952727983707,0.6931471805599453
1,0,69,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,3.7612001156935624
1,2,58,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0
1,0,514,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,3.091042453358316
0,2,1694,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.6094379124341003,0.0
0,2,1694,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.9459101490553132,2.0794415416798357
0,3,819,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,4.454347296253507
0,3,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,4.897839799950911
0,3,1694,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0,3.713572066704308
1,3,445,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,5.755742213586912
0,3,379,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3.258096538021482
1,2,819,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.9459101490553132,0.6931471805599453
0,2,126,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2.302585092994046,0.0
0,0,411,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0986122886681098,4.394449154672439
0,2,1694,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,1.6094379124341003
1,1,151,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2.772588722239781,5.2832037287379885
0,2,26,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,0.0
1,0,379,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,3.784189633918261
1,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,4.060443010546419
1,0,411,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,3.6375861597263857
0,0,833,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,3.091042453358316
1,2,66,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0986122886681098
1,2,833,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0
1,2,833,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471805599453,0.0
0,0,445,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,5.308267697401205
0,2,1694,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,1.3862943611198906
0,1,445,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,1.791759469228055
1,2,119,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,0.0
1,0,833,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,4.564348191467836
1,0,50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,4.584967478670572
0,2,66,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.6931471805599453
1,2,819,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,1.791759469228055
0,2,1694,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0794415416798357,1.3862943611198906
1,3,69,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,2.3978952727983707
0,2,411,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0.0
1,2,66,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.6931471805599453
0,2,819,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.4849066497880004,0.6931471805599453
0,1,819,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,3.367295829986474
1,0,128,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,4.68213122712422
1,3,1080,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.6931471805599453,3.713572066704308
1,1,833,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.6094379124341003,3.091042453358316
1,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.6094379124341003,3.4339872044851463
0,3,514,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.791759469228055,3.7376696182833684
1,1,819,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.6094379124341003,3.828641396489095
0,3,54,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,4.290459441148391
1,3,54,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,2.833213344056216
1,3,1080,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.6931471805599453,2.772588722239781
0,3,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,3.1354942159291497
1,0,445,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,4.465908118654584
0,2,151,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.6094379124341003,0.0
0,0,113,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.6094379124341003,4.0943445622221
0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,2.4849066497880004
0,2,379,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.6094379124341003,0.6931471805599453
0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,4.330733340286331
1,3,833,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.1972245773362196,4.2626798770413155
0,2,819,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.791759469228055
0,2,1694,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0986122886681098
1,3,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,3.7612001156935624
0,0,143,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0986122886681098,5.476463551931511
0,0,411,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0986122886681098,4.143134726391533
0,0,411,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,3.7612001156935624
0,2,143,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0986122886681098,0.6931471805599453
1,2,1080,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,0.0
0,2,22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.3862943611198906
1,2,93,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2.5649493574615367,0.6931471805599453
1,2,113,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.70805020110221,0.6931471805599453
0,2,833,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.791759469228055,0.6931471805599453
0,2,22,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2.4849066497880004,2.5649493574615367
0,2,22,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.6931471805599453
1,2,22,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2.4849066497880004,2.5649493574615367
1,2,819,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0
0,2,453,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.3862943611198906,0.6931471805599453
0,2,44,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0986122886681098
1,2,62,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.791759469228055,0.6931471805599453
0,2,453,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.3862943611198906,0.0
1,2,24,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.791759469228055,0.0
0,2,13,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2.70805020110221,0.0
1,0,379,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3.8066624897703196
0,2,453,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.3862943611198906,0.6931471805599453
1,3,66,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0.0
1,3,13,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,4.343805421853684
1,2,819,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,1.3862943611198906
0,3,213,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.6931471805599453,4.110873864173311
1,2,833,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,0.6931471805599453
0,3,119,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,4.418840607796598
1,2,1694,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,0.6931471805599453
1,2,58,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.6094379124341003,2.6390573296152584
0,2,445,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,2.3978952727983707
1,3,1694,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.9459101490553132,4.219507705176107
1,2,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.3862943611198906,3.295836866004329
0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,0.6931471805599453
0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,2.833213344056216
0,0,1694,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,4.204692619390966
0,2,22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.9459101490553132,1.3862943611198906
1,0,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,3.8918202981106265
0,2,445,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,0.0
1,2,33,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5649493574615367,0.6931471805599453
0,3,62,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.791759469228055,2.3978952727983707
1,0,1694,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,4.394449154672439
1,2,64,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471805599453,1.3862943611198906
0,1,20,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,3.9512437185814275
1,3,23,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,2.5649493574615367
0,2,93,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,0.6931471805599453
0,3,1694,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,4.736198448394496
0,2,44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,1.9459101490553132
1,2,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,2.4849066497880004
1,3,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.3862943611198906,4.61512051684126
1,2,1694,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0986122886681098,0.6931471805599453
0,2,213,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.6931471805599453
1,0,833,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,4.51085950651685
0,0,159,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,3.4011973816621555
1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.9459101490553132,2.9444389791664403
1,1,833,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471805599453,3.295836866004329
0,2,62,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.6931471805599453
