Sex,TargetMulti,Breed_Frequency,Issterilization,Size_LARGE,Size_MED,Size_PUPPY,Size_SMALL,Size_TOY,Size_X-LRG,Intake_Condition_HEALTHY,Intake_Condition_TREATABLE/MANAGEABLE,Intake_Condition_TREATABLE/REHAB,Intake_Condition_UNKNOWN,Intake_Condition_UNTREATABLE,Grouped_Color_Brindle/Patterned/Tricolor,Grouped_Color_Brown,Grouped_Color_Monochrome,Grouped_Color_Other,Age_log,daysShel_log
1,2,1694,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0794415416798357,0.0
1,0,213,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.0986122886681098,2.3978952727983707
1,2,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,0.6931471805599453
1,0,445,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,4.007333185232471
0,0,103,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1.6094379124341003,2.4849066497880004
1,3,411,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,2.5649493574615367
1,2,1694,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0794415416798357,2.3978952727983707
0,2,213,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.3862943611198906,0.0
0,0,91,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,2.70805020110221
0,3,411,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.3978952727983707,3.332204510175204
0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.3862943611198906,1.3862943611198906
1,2,26,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.9459101490553132,1.3862943611198906
0,0,48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.9459101490553132,2.0794415416798357
0,1,1694,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.6094379124341003,3.784189633918261
1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0986122886681098,3.9512437185814275
0,2,445,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.791759469228055,0.0
0,0,453,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,3.367295829986474
1,0,143,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3.7612001156935624
0,0,819,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.3862943611198906,5.594711379601839
0,2,819,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.1972245773362196,0.0
1,0,411,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3.4339872044851463
1,2,453,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.791759469228055,2.1972245773362196
0,0,159,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,3.044522437723423
1,0,27,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.0986122886681098,3.871201010907891
1,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0986122886681098,4.007333185232471
1,2,819,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.3862943611198906,0.6931471805599453
1,2,819,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.791759469228055,0.0
1,2,44,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
0,0,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,2.772588722239781
1,1,14,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0986122886681098,3.6635616461296463
0,2,453,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.791759469228055,1.3862943611198906
1,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471805599453,0.0
1,3,48,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,2.302585092994046
0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0.0
1,2,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1.3862943611198906
1,3,128,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.791759469228055,3.4657359027997265
0,2,1694,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.6094379124341003,2.5649493574615367
1,0,55,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0794415416798357,2.772588722239781
1,0,1080,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1.9459101490553132,3.091042453358316
1,0,91,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,2.772588722239781
1,2,514,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.6931471805599453,1.0986122886681098
0,2,213,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.3862943611198906,0.6931471805599453
0,2,819,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,2.302585092994046
0,3,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,4.07753744390572
0,2,117,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0.0
0,0,1694,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.3862943611198906,5.402677381872279
0,2,23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,2.302585092994046
0,0,379,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,3.4965075614664802
1,2,54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.791759469228055,0.0
1,2,1080,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2.3978952727983707,0.0
1,0,819,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.3978952727983707,3.4011973816621555
1,0,1694,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0
1,0,379,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,2.9444389791664403
1,0,1694,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,4.04305126783455
0,2,113,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2.302585092994046,0.6931471805599453
0,2,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.6094379124341003,0.6931471805599453
0,2,1694,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.3862943611198906,0.0
0,2,1694,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,2.4849066497880004
1,0,39,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,3.5263605246161616
0,2,66,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,4.812184355372417
1,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.791759469228055,3.332204510175204
0,2,36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,0.0
1,2,1080,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2.5649493574615367,0.0
0,1,50,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2.8903717578961645,0.0
0,2,833,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,0.0
0,2,67,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1.3862943611198906,0.6931471805599453
1,0,1080,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1.3862943611198906,3.912023005428146
0,0,1694,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0986122886681098,4.584967478670572
0,0,213,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,3.784189633918261
0,2,833,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471805599453,2.1972245773362196
0,3,54,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3.5263605246161616
1,2,48,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.70805020110221,0.6931471805599453
0,2,55,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,0.6931471805599453
0,2,445,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.302585092994046,0.0
0,2,819,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,0.0
0,2,1694,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2.8903717578961645,0.0
0,2,453,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.6094379124341003,0.0
0,1,379,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.4849066497880004,3.7612001156935624
0,2,445,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.70805020110221,1.9459101490553132
1,3,1694,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,3.7612001156935624
0,2,514,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2.6390573296152584,0.0
0,2,819,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0
0,2,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.791759469228055,0.6931471805599453
1,2,1694,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,1.0986122886681098
1,0,213,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,2.995732273553991
1,0,833,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.3862943611198906,2.772588722239781
1,1,833,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.791759469228055,4.007333185232471
0,3,1694,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,4.2626798770413155
0,2,19,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6931471805599453,0.0
1,3,18,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,2.9444389791664403
1,2,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,2.3978952727983707
0,3,67,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.6094379124341003,3.58351893845611
0,0,38,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.6094379124341003,2.8903717578961645
1,2,143,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0986122886681098,0.0
0,2,1694,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,0.0
0,2,93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2.302585092994046,0.0
1,2,833,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,3.044522437723423
0,2,1694,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.3862943611198906,1.791759469228055
1,2,1694,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.6094379124341003,3.258096538021482
0,0,38,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.3862943611198906,2.833213344056216
1,2,1080,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1.3862943611198906,1.0986122886681098
0,2,42,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,0.0
0,2,13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.6094379124341003,0.0
0,2,1694,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471805599453,0.6931471805599453
1,0,159,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,2.9444389791664403
0,0,453,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,2.70805020110221
1,0,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,3.332204510175204
0,0,1694,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,2.4849066497880004
1,3,445,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,2.0794415416798357
0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.1972245773362196,1.6094379124341003
0,0,379,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,2.70805020110221
1,1,1080,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.6094379124341003,3.2188758248682006
1,2,1080,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.3862943611198906,2.0794415416798357
1,1,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2.5649493574615367,2.0794415416798357
0,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.791759469228055,0.0
0,3,1694,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,2.70805020110221
0,2,819,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,0.0
1,3,1694,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,4.59511985013459
0,2,833,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0986122886681098
0,2,819,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.6094379124341003,1.6094379124341003
0,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2.70805020110221,2.5649493574615367
1,2,22,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.833213344056216,0.0
1,1,78,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2.6390573296152584,3.1780538303479458
0,2,1694,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,2.772588722239781
1,1,1694,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.6094379124341003,2.3978952727983707
0,2,36,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.791759469228055,2.70805020110221
1,3,117,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.6931471805599453
0,3,833,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.3862943611198906,5.579729825986222
0,2,411,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.6094379124341003,0.0
1,2,119,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471805599453,1.3862943611198906
0,2,66,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.3978952727983707,1.791759469228055
0,3,25,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.791759469228055,3.6888794541139363
1,1,1080,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2.3978952727983707,3.58351893845611
1,2,88,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0794415416798357,0.0
1,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,2.772588722239781
0,0,833,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471805599453,2.9444389791664403
1,0,1080,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1.3862943611198906,2.8903717578961645
1,3,128,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2.5649493574615367,2.3978952727983707
0,2,1694,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0986122886681098,3.4011973816621555
1,3,833,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0986122886681098,3.9318256327243257
0,0,445,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,2.833213344056216
0,2,88,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6931471805599453,0.0
1,3,27,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,2.772588722239781
0,3,1694,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,2.70805020110221
1,3,57,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.302585092994046,0.0
1,2,453,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.3862943611198906,0.6931471805599453
1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6931471805599453,1.3862943611198906
1,2,55,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0794415416798357,0.0
0,2,42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2.1972245773362196,2.302585092994046
0,0,50,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.6931471805599453,2.5649493574615367
0,2,514,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.1972245773362196,1.0986122886681098
0,2,1694,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,2.302585092994046
0,1,833,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.3978952727983707,2.772588722239781
1,3,1694,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.3978952727983707,4.110873864173311
1,3,47,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,2.3978952727983707
1,0,58,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.9459101490553132,3.1780538303479458
1,0,1694,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,3.8066624897703196
1,3,1080,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.3862943611198906,4.02535169073515
1,0,833,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,4.77912349311153
1,3,51,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.791759469228055,2.0794415416798357
1,0,117,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.3862943611198906,2.995732273553991
1,2,38,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,2.5649493574615367
0,3,25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.3862943611198906,3.5263605246161616
1,2,91,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.3862943611198906,0.6931471805599453
0,2,14,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.6931471805599453
1,1,833,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471805599453,3.295836866004329
1,0,1080,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0986122886681098,2.4849066497880004
0,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2.5649493574615367,4.1588830833596715
0,0,159,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,2.70805020110221
1,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.3862943611198906,0.0
0,2,57,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,0.0
0,1,1694,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,3.8918202981106265
1,0,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0,2.3978952727983707
0,1,1694,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.6094379124341003,4.04305126783455
0,2,1694,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.791759469228055
0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0986122886681098,1.0986122886681098
0,2,23,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6931471805599453,0.6931471805599453
1,2,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,0.6931471805599453
0,2,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,1.3862943611198906
1,1,819,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6931471805599453,2.3978952727983707
1,0,213,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,2.70805020110221
0,2,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.791759469228055,0.0
0,3,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0986122886681098,2.6390573296152584
1,0,17,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6931471805599453,4.499809670330265
0,0,44,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0986122886681098,1.9459101490553132
0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,2.995732273553991
0,0,1080,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.0,3.6635616461296463
0,0,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.791759469228055,5.420534999272286
1,0,1694,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.3862943611198906,4.276666119016055
1,2,23,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.9459101490553132,2.0794415416798357
0,3,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.302585092994046,4.276666119016055
0,0,411,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471805599453,2.8903717578961645
1,3,1694,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471805599453,2.9444389791664403
1,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0794415416798357,0.0
1,0,48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,2.3978952727983707
1,3,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,1.791759469228055
1,2,91,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.3862943611198906
1,2,514,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2.1972245773362196,2.302585092994046
0,2,78,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.0794415416798357,0.0
0,2,11,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.1972245773362196,0.6931471805599453
0,0,1080,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.0986122886681098,3.4965075614664802
0,2,819,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.6931471805599453
0,2,113,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.9459101490553132,1.0986122886681098
1,3,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.3978952727983707,3.5263605246161616
1,0,514,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.6931471805599453,2.4849066497880004
1,2,69,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.9459101490553132,1.0986122886681098
1,2,1694,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.1972245773362196,0.0
0,3,1694,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,3.1354942159291497
1,0,833,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6931471805599453,3.2188758248682006
0,2,126,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2.5649493574615367,0.0
1,0,79,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,4.3694478524670215
0,2,1080,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1.0986122886681098
0,3,1080,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.3862943611198906,2.6390573296152584
1,2,379,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.1972245773362196,3.4965075614664802
0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0.6931471805599453
0,0,514,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1.9459101490553132,1.9459101490553132
1,2,833,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,1.0986122886681098
0,0,1080,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.3862943611198906,4.143134726391533
0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0794415416798357,5.087596335232384
0,3,38,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,4.477336814478207
0,2,445,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0794415416798357,2.8903717578961645
0,1,1694,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2.5649493574615367,2.9444389791664403
1,0,1694,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,2.995732273553991
0,1,1694,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,3.044522437723423
0,2,411,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,2.302585092994046
0,2,64,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.70805020110221,0.0
1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.791759469228055
0,2,15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0
1,3,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1.3862943611198906
1,0,514,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,3.258096538021482
0,0,514,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,3.044522437723423
0,1,833,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6931471805599453,2.772588722239781
1,2,379,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,0.6931471805599453
0,2,1694,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0794415416798357,1.3862943611198906
1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2.3978952727983707,2.302585092994046
1,1,213,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,2.70805020110221
1,2,445,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.6094379124341003,1.6094379124341003
0,2,453,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0794415416798357,1.9459101490553132
1,2,453,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1.791759469228055
0,0,833,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,3.258096538021482
0,0,833,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0,3.367295829986474
0,0,1694,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,4.859812404361672
1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0,2.772588722239781
0,2,1694,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.6931471805599453
0,3,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,4.248495242049359
0,2,833,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.1972245773362196,1.3862943611198906
1,2,379,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.4849066497880004,0.6931471805599453
1,2,1694,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1.0986122886681098
1,0,1694,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,2.3978952727983707
1,0,62,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0,3.4339872044851463
1,0,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,2.772588722239781
0,0,379,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0986122886681098,3.912023005428146
0,2,833,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471805599453,2.833213344056216
0,1,1694,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.302585092994046,4.04305126783455
0,0,514,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471805599453,2.302585092994046
